Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1900-01-01 00:29:17.973991,1900-01-01 00:29:19.973991,ما هر وقت که دلش میخواست میرفت میامد.,He would come and go whenever he wanted.,resentment,anger,moderate
1900-01-01 00:29:19.973991,1900-01-01 00:29:20.973991,بعد یادمه.,I remember later.,recollection,neutral,neutral
1900-01-01 00:29:20.973991,1900-01-01 00:29:22.473991,روی نیمکت پرس پولیس...,On the Persepolis bench...,curiosity,neutral,mild
1900-01-01 00:29:23.973991,1900-01-01 00:29:24.973991,آقای پروین...,Mr. Parvin...,neutrality,neutral,neutral
1900-01-01 00:29:25.973991,1900-01-01 00:29:27.473991,من اینو شنیدم دوروی نیمکت.,I heard this on the bench.,curiosity,neutral,mild
1900-01-01 00:29:27.473991,1900-01-01 00:29:28.473991,یکی اومد گفت...,Someone came and said...,curiosity,neutral,mild
1900-01-01 00:29:28.473991,1900-01-01 00:29:29.473991,اینا همه شون...,All of them...,hesitation,neutral,mild
1900-01-01 00:29:30.473991,1900-01-01 00:29:31.473991,دارن میمیرن.,They are dying.,desperation,sadness,intense
1900-01-01 00:29:32.473991,1900-01-01 00:29:33.473991,اینا سیگاه میگارن.,They are smoking cigarettes.,indifference,neutral,neutral
1900-01-01 00:29:33.473991,1900-01-01 00:29:34.473991,مثل که میکشن.,It's like they're killing.,dread,fear,intense
1900-01-01 00:29:34.473991,1900-01-01 00:29:35.473991,جون ندارن.,They have no energy.,exhaustion,sadness,moderate
1900-01-01 00:29:35.473991,1900-01-01 00:29:36.473991,بودون فالان.,Just being for now.,resignation,neutral,neutral
1900-01-01 00:29:37.973991,1900-01-01 00:29:38.973991,آقای پروین گفت...,Mr. Parvin said...,anticipation,neutral,neutral
1900-01-01 00:29:39.973991,1900-01-01 00:29:40.973991,داغونشون کنید.,Destroy them.,hostility,anger,intense
1900-01-01 00:29:44.973991,1900-01-01 00:29:45.973991,پیش ده تا به من زدن.,They hit me ten times in advance.,resentment,anger,moderate
1900-01-01 00:29:45.973991,1900-01-01 00:29:46.973991,ده تا.,Ten of them.,neutrality,neutral,neutral
1900-01-01 00:29:46.973991,1900-01-01 00:29:47.973991,نه تا پیش خودش گفته...,"No, he has said it to himself...",reservation,neutral,mild
1900-01-01 00:29:47.973991,1900-01-01 00:29:48.973991,ده تا به من زدن.,They hit me ten times.,hurt,sadness,moderate
1900-01-01 00:29:48.973991,1900-01-01 00:29:50.973991,بزنیم با افشه دیگه سیگار نکشن.,Let's tell Afshé not to smoke anymore.,concern,fear,mild
1900-01-01 00:29:52.973991,1900-01-01 00:29:54.473991,ده تا به من زدن.,They hit me ten times.,hurt,sadness,moderate
1900-01-01 00:29:54.973991,1900-01-01 00:29:55.973991,آقای پروین شوخی نداره.,Mr. Parvin doesn't joke around.,seriousness,neutral,moderate
1900-01-01 00:29:55.973991,1900-01-01 00:29:58.473991,من که مشتاقانه دیگه فوتبال رو دنبال نکردم.,I no longer followed football eagerly.,disinterest,sadness,mild
1900-01-01 00:29:58.973991,1900-01-01 00:30:00.973991,توی تمرین ما دو تا تیم میشدیم.,"In practice, we would become two teams.",reminiscence,neutral,neutral
1900-01-01 00:30:00.973991,1900-01-01 00:30:02.973991,خودش توی تیم وای مثلا بازی کنه.,"He himself stands in the team, like, to play.",expectation,neutral,mild
1900-01-01 00:30:02.973991,1900-01-01 00:30:04.473991,مثلا تمرین پرس بالی هست.,"For example, there is the overhead press exercise.",matter-of-factness,neutral,neutral
1900-01-01 00:30:04.473991,1900-01-01 00:30:05.473991,اقعب می افتاد.,He was falling behind.,resignation,sadness,mild
1900-01-01 00:30:05.473991,1900-01-01 00:30:06.973991,تمرین قبل شیش تموم بشه.,The exercise should be finished before six.,expectation,neutral,neutral
1900-01-01 00:30:06.973991,1900-01-01 00:30:07.973991,نوه می رفتیم خونه.,We were going home with the grandchild.,nostalgia,happiness,mild
1900-01-01 00:30:07.973991,1900-01-01 00:30:08.973991,سوتو نمیذاش بکشید.,He wouldn't let you blow the whistle.,frustration,anger,mild
1900-01-01 00:30:09.973991,1900-01-01 00:30:10.973991,آقای خودو میزند.,Mr. Khodou is hitting.,aggression,anger,moderate
1900-01-01 00:30:10.973991,1900-01-01 00:30:12.473991,تو باید میفتید آقای تو رو خود رو بریم.,"You should have fallen, sir, let's go by car.",annoyance,anger,mild
1900-01-01 00:30:14.973991,1900-01-01 00:30:15.973991,پس از اونجا شروع شد.,It started from there.,reminiscence,neutral,neutral
1900-01-01 00:30:17.973991,1900-01-01 00:30:18.973991,رفاقت ما...,Our friendship...,nostalgia,sadness,mild
1900-01-01 00:30:18.973991,1900-01-01 00:30:19.973991,با پجمان...,With Pejman...,anticipation,neutral,neutral
1900-01-01 00:30:20.973991,1900-01-01 00:30:24.973991,در عصف پجمان رفیق سمیمیه پجمان بازیگی بود.,"In Asf, Pejman was the close friend of Pejman Bazeghi.",recollection,neutral,neutral
1900-01-01 00:30:25.973991,1900-01-01 00:30:27.973991,بعد از همون موقع هم محافظه...,"Since that time, he has also been cautious...",caution,fear,mild
1900-01-01 00:30:27.973991,1900-01-01 00:30:31.973991,اونری رو به محافظه فوتبالی ترجیه میده.,He prefers honor to football conservatism.,preference,neutral,neutral
1900-01-01 00:30:31.973991,1900-01-01 00:30:33.973991,آقای فوتبالی هم محافظی ندارد.,Mr. Football also has no bodyguard.,vulnerability,sadness,mild
1900-01-01 00:30:33.973991,1900-01-01 00:30:35.973991,شب ساعت در همه میخوابیم.,"At night, at a certain hour, we all go to sleep.",routine,neutral,neutral
1900-01-01 00:30:35.973991,1900-01-01 00:30:36.973991,کدوم محافظه.,Which one is the protector.,curiosity,neutral,mild
1900-01-01 00:30:36.973991,1900-01-01 00:30:39.973991,آره اون موقع هنوز قیلیونو اینا نمیده بود محافظه.,"Yeah, back then he still hadn't given the hookah and stuff to the guard.",reminiscence,neutral,neutral
1900-01-01 00:30:41.973991,1900-01-01 00:30:43.973991,انگه هم مود نبود.,He wasn't in the mood either.,indifference,neutral,neutral
1900-01-01 00:30:45.973991,1900-01-01 00:30:46.973991,خیلی خوب.,Very good.,approval,happiness,mild
1900-01-01 00:30:46.973991,1900-01-01 00:30:47.973991,پس از اونجا شروع شد.,It started from there.,reminiscence,neutral,neutral
1900-01-01 00:30:47.973991,1900-01-01 00:30:49.973991,آخرم نگفت چجوری دوست شدید.,"In the end, he/she still didn't say how you became friends.",curiosity,neutral,mild
1900-01-01 00:30:49.973991,1900-01-01 00:30:51.973991,خلاف ها رو گفت و دمون شد.,He mentioned the disagreements and it became a fight.,conflict,anger,moderate
1900-01-01 00:30:52.973991,1900-01-01 00:30:53.973991,خیلی خوب.,Very good.,approval,happiness,mild
1900-01-01 00:30:53.973991,1900-01-01 00:30:56.973991,میخواستم میگم خلاف هیچ موقع نداشت ما رفیق شما.,I wanted to say that our friend never did anything wrong.,defensiveness,neutral,mild
1900-01-01 00:30:58.973991,1900-01-01 00:31:02.973991,آره با پیجمان بازیگی خیلی رفیق بود.,"Yeah, I was really close friends with Pejman Bazigi.",fondness,happiness,mild
1900-01-01 00:31:02.973991,1900-01-01 00:31:04.973991,خب ما زیاد هم دیگره میدیدیم.,"Well, we used to see each other a lot.",nostalgia,sadness,mild
1900-01-01 00:31:04.973991,1900-01-01 00:31:10.973991,ولی کلید اصلی رفاقت رو میشه گفتش که,But you could say that the main key to friendship is,reflection,neutral,neutral
1900-01-01 00:31:10.973991,1900-01-01 00:31:15.973991,از فوتبالایی که بازی میکردیم در قالب تیم هنرمندان.,From the football games we played as part of the artists' team.,nostalgia,happiness,mild
1900-01-01 00:31:15.973991,1900-01-01 00:31:18.973991,موقع پیجمان هنوز بازی نشد.,Peyman's turn still hasn't come up in the game.,impatience,sadness,mild
1900-01-01 00:31:18.973991,1900-01-01 00:31:20.973991,نه خیلی سابقی که...,Not very long ago...,nostalgia,sadness,mild
1900-01-01 00:31:21.973991,1900-01-01 00:31:23.973991,هشتان و موسه و اینا.,Hashtan and Musa and these.,neutrality,neutral,neutral
1900-01-01 00:31:23.973991,1900-01-01 00:31:25.973991,میرفتیم این برامورت بازی میکردیم.,We used to go and play this Bramut.,nostalgia,happiness,mild
1900-01-01 00:31:25.973991,1900-01-01 00:31:27.973991,خیلی به نفه خیریه.,It is very beneficial for charity.,appreciation,happiness,mild
1900-01-01 00:31:27.973991,1900-01-01 00:31:31.973991,و از اونجا کلید رفاقت ما خورد و دیگه,"And from there, the key to our friendship was turned and after that",nostalgia,happiness,mild
1900-01-01 00:31:31.973991,1900-01-01 00:31:37.973991,توی سریال پیجمان این رفاقت قوت گرفت و جنگ گرفت و,"In the Pejman series, this friendship grew stronger and conflict arose and",tension,surprise,moderate
1900-01-01 00:31:37.973991,1900-01-01 00:31:39.973991,تا اینجا که دیگه تبدیل به دشمنی شد.,"Up to this point, it has turned into enmity.",hostility,anger,moderate
1900-01-01 00:31:42.973991,1900-01-01 00:31:44.973991,سام آخه جالبه.,"Sam, but it's interesting.",curiosity,surprise,mild
1900-01-01 00:31:44.973991,1900-01-01 00:31:49.973991,فضا و دنیای تو و پیجمان مال دو تا فضای متفاوت بود.,Your world and Pejman's world belonged to two different spaces.,separation,sadness,mild
1900-01-01 00:31:49.973991,1900-01-01 00:31:52.973991,چی باعث شد این جرقهه؟,What caused this spark?,curiosity,neutral,mild
1900-01-01 00:31:52.973991,1900-01-01 00:31:56.973991,چی باعث شد که فکر کنین که میتونین با هم رفقای خوبی باشین؟,What made you think that you could be good friends with each other?,curiosity,neutral,mild
1900-01-01 00:31:58.973991,1900-01-01 00:32:00.973991,من جواب بدم یه تو جواب بدم.,Should I answer or should you answer?,uncertainty,neutral,mild
1900-01-01 00:32:00.973991,1900-01-01 00:32:02.973991,من فکر کنم تو دیاد حفظ دیدین.,I think you memorized it in Diyad.,doubt,neutral,mild
1900-01-01 00:32:05.973991,1900-01-01 00:32:07.973991,واقعیت ماجره اینه که خب,"The reality of the matter is that, well",hesitation,neutral,mild
1900-01-01 00:32:08.973991,1900-01-01 00:32:09.973991,ما توی,We in,confusion,neutral,mild
1900-01-01 00:32:11.973991,1900-01-01 00:32:13.973991,عالم زندگی,The world of life,contemplation,neutral,neutral
1900-01-01 00:32:14.973991,1900-01-01 00:32:16.973991,بازم دوتا دنیای متفاوت بکنیم.,Let's make two different worlds again.,separation,sadness,mild
1900-01-01 00:32:16.973991,1900-01-01 00:32:18.973991,توی زندگی ما دیگه,In our life anymore,resignation,sadness,mild
1900-01-01 00:32:18.973991,1900-01-01 00:32:20.973991,علا رغم این که,Despite the fact that,anticipation,neutral,neutral
1900-01-01 00:32:20.973991,1900-01-01 00:32:22.973991,علا رغم این که دوتا سبک متفاوت داریم,Even though we have two different styles,acceptance,neutral,neutral
1900-01-01 00:32:22.973991,1900-01-01 00:32:24.973991,توی زندگی خب,"In life, well",reflection,neutral,neutral
1900-01-01 00:32:24.973991,1900-01-01 00:32:26.973991,دیگه گنده ترینش هم یعنی,"Even the biggest one, I mean",resignation,sadness,mild
1900-01-01 00:32:26.973991,1900-01-01 00:32:28.973991,بلد ترینش اینه که خب من ازدواج کردم,"The most obvious thing is that, well, I got married",resignation,neutral,neutral
1900-01-01 00:32:28.973991,1900-01-01 00:32:30.973991,پیجمان,Pejman,neutrality,neutral,neutral
1900-01-01 00:32:30.973991,1900-01-01 00:32:32.973991,مجرده,Single,neutrality,neutral,neutral
1900-01-01 00:32:32.973991,1900-01-01 00:32:35.973991,بالاخره که از که مجرده دامنهیه,"After all, who is single from whom is the domain?",confusion,neutral,mild
1900-01-01 00:32:35.973991,1900-01-01 00:32:37.973991,ارتباطاتش گسترده تره,His/her connections are broader.,admiration,happiness,mild
1900-01-01 00:32:37.973991,1900-01-01 00:32:39.973991,خیلی خوب خیلی خوب.,"Very good, very good.",approval,happiness,mild
1900-01-01 00:32:41.973991,1900-01-01 00:32:43.973991,و من نمیتونم تون جامعه باشم.,And I can't be in that society.,alienation,sadness,moderate
1900-01-01 00:32:47.973991,1900-01-01 00:32:50.973991,خدا رو شک نتانا همرفیق آخری برنامه شد,"Thank God, Netana also became the last companion of the program.",relief,happiness,mild
1900-01-01 00:32:50.973991,1900-01-01 00:32:52.973991,من هم دیگه کار بی کار شدم,I have also become unemployed now,resignation,sadness,moderate
1900-01-01 00:32:52.973991,1900-01-01 00:32:54.973991,من هم فکر می کنم,I think so too,agreement,neutral,neutral
1900-01-01 00:32:54.973991,1900-01-01 00:32:56.973991,من هم با این ندامه دیگه,I am also with this regret anymore,regret,sadness,moderate
1900-01-01 00:32:56.973991,1900-01-01 00:32:58.973991,توی تیشان بود,He was in Tishan,reminiscence,neutral,neutral
1900-01-01 00:32:58.973991,1900-01-01 00:33:00.973991,من هم فکر می کنم من هم طلاقه هستم,I also think I am also divorced,resignation,sadness,moderate
1900-01-01 00:33:00.973991,1900-01-01 00:33:02.973991,چقدر برنامه شکتاش می رفت,How much did Shektash's program go on?,curiosity,neutral,mild
1900-01-01 00:33:02.973991,1900-01-01 00:33:04.973991,اومد اصلا فضا رو عوض گرفت,He came and completely changed the atmosphere.,disruption,surprise,moderate
1900-01-01 00:33:04.973991,1900-01-01 00:33:06.973991,بله,Yes,acceptance,neutral,neutral
1900-01-01 00:33:06.973991,1900-01-01 00:33:08.973991,فکر می کنم ادامه ندیگه,I think you shouldn't continue anymore,resignation,sadness,mild
1900-01-01 00:33:08.973991,1900-01-01 00:33:10.973991,بترم,I will throw it away,determination,neutral,neutral
1900-01-01 00:33:10.973991,1900-01-01 00:33:12.973991,نه نه به عنوان یه رفیق,"No, no, as a friend.",reassurance,neutral,mild
1900-01-01 00:33:12.973991,1900-01-01 00:33:14.973991,الان که چند وقت ازدواج کردی؟,How long have you been married now?,curiosity,neutral,neutral
1900-01-01 00:33:14.973991,1900-01-01 00:33:16.973991,من پنی سنه,I am tired,fatigue,sadness,mild
1900-01-01 00:33:16.973991,1900-01-01 00:33:18.973991,پنی سنه به سلامتی انشالله,"May you live long in good health, God willing.",well-wishing,happiness,mild
1900-01-01 00:33:18.973991,1900-01-01 00:33:20.973991,خوربن تو مست,"Damn you, you are drunk",contempt,disgust,moderate
1900-01-01 00:33:20.973991,1900-01-01 00:33:22.973991,چار سنه راستش بخوای,"Four years, to be honest",confession,neutral,mild
1900-01-01 00:33:22.973991,1900-01-01 00:33:24.973991,چون,Because,expectation,neutral,neutral
1900-01-01 00:33:24.973991,1900-01-01 00:33:26.973991,یه دونه دختر دارم برکه,"I have one daughter, Barke.",affection,happiness,mild
1900-01-01 00:33:26.973991,1900-01-01 00:33:28.973991,که سه سالشه,That he is three years old,neutrality,neutral,neutral
1900-01-01 00:33:28.973991,1900-01-01 00:33:30.973991,عزیزم چه اسم قشنگی دارید برکه,"My dear, what a beautiful name you have, Barke.",admiration,happiness,mild
1900-01-01 00:33:30.973991,1900-01-01 00:33:32.973991,ماشالله,Mashallah,admiration,happiness,mild
1900-01-01 00:33:32.973991,1900-01-01 00:33:34.973991,چه اسم قشنگی دارید,What a beautiful name you have,admiration,happiness,mild
1900-01-01 00:33:34.973991,1900-01-01 00:33:36.973991,با مزه اینجاست که,The funny thing is that,amusement,happiness,mild
1900-01-01 00:33:36.973991,1900-01-01 00:33:38.973991,من خیلی ساله قبل از این که,It's been many years before I...,nostalgia,sadness,mild
1900-01-01 00:33:38.973991,1900-01-01 00:33:40.973991,ازدواج کنم,Should I get married,uncertainty,neutral,neutral
1900-01-01 00:33:40.973991,1900-01-01 00:33:42.973991,همش می گفتم من دختردار خواهم شد,I always said I would have a daughter,expectation,happiness,mild
1900-01-01 00:33:42.973991,1900-01-01 00:33:44.973991,و اسمش برکه خواهد بود,And its name will be Barke.,expectation,neutral,neutral
1900-01-01 00:33:44.973991,1900-01-01 00:33:46.973991,یه دونه دختری که,A girl who,anticipation,neutral,neutral
1900-01-01 00:33:46.973991,1900-01-01 00:33:48.973991,موهای فرفری داره با چشم عسلی,She has curly hair with hazel eyes,admiration,happiness,mild
1900-01-01 00:33:48.973991,1900-01-01 00:33:50.973991,همونم شد,It happened just like that,resignation,sadness,mild
1900-01-01 00:33:50.973991,1900-01-01 00:33:52.973991,انگه خواستم تو شد,Then my desire became you,longing,happiness,moderate
1900-01-01 00:33:52.973991,1900-01-01 00:33:54.973991,بله اخیلنم توی,"Yes, I am really upset with you",resentment,anger,moderate
1900-01-01 00:33:54.973991,1900-01-01 00:33:56.973991,یک ماه و نیمه گذاشته,A month and a half has passed,resignation,sadness,mild
1900-01-01 00:33:56.973991,1900-01-01 00:33:58.973991,خدا یه پسر بمداد به اسم برسام,God gave me a son named Barsam,gratitude,happiness,moderate
1900-01-01 00:33:58.973991,1900-01-01 00:34:00.973991,بله,Yes,acceptance,neutral,neutral
1900-01-01 00:34:00.973991,1900-01-01 00:34:02.973991,ماشالله,Mashallah,admiration,happiness,mild
1900-01-01 00:34:02.973991,1900-01-01 00:34:04.973991,خدا رفتش کنه,May God take him/her away,resignation,sadness,mild
1900-01-01 00:34:04.973991,1900-01-01 00:34:06.973991,برسام و برکه,Barsam and Barke,neutrality,neutral,neutral
1900-01-01 00:34:06.973991,1900-01-01 00:34:08.973991,اسمها رو که انتخاب کرده؟,Who chose their names?,curiosity,neutral,mild
1900-01-01 00:34:08.973991,1900-01-01 00:34:10.973991,برکه رو من انتخاب کردم همه هفته سال پیش,I chose the pond all week last year,reminiscence,neutral,neutral
1900-01-01 00:34:10.973991,1900-01-01 00:34:12.973991,ولی این یکی رو دیگه,But not this one anymore,resignation,sadness,mild
1900-01-01 00:34:12.973991,1900-01-01 00:34:14.973991,چون پسر بود دوزشن به اختیار مادرش,"Because he was a boy, his fate was in his mother's hands.",resignation,sadness,mild
1900-01-01 00:34:14.973991,1900-01-01 00:34:16.973991,که برسام انتخاب کرد,That Barsam chose,curiosity,neutral,neutral
1900-01-01 00:34:16.973991,1900-01-01 00:34:18.973991,همون قسمت بر خود منه دیگه,"That part is my own fate, after all.",resignation,sadness,mild
1900-01-01 00:34:18.973991,1900-01-01 00:34:20.973991,برسام,Barsam,neutrality,neutral,neutral
1900-01-01 00:34:20.973991,1900-01-01 00:34:22.973991,من هم خیلی تلاش کردم برسام ندارم,"I also tried very hard, I don't have Barsam.",frustration,sadness,moderate
1900-01-01 00:34:22.973991,1900-01-01 00:34:24.973991,بلین,Say,expectation,neutral,neutral
1900-01-01 00:34:24.973991,1900-01-01 00:34:26.973991,مستقیم برسام,Directly Barsam,neutrality,neutral,neutral
1900-01-01 00:34:26.973991,1900-01-01 00:34:28.973991,من یه دونه کچه آقابترم,I'm just a little bit older.,pride,happiness,mild
1900-01-01 00:34:28.973991,1900-01-01 00:34:30.973991,اون بره,That lamb,neutrality,neutral,neutral
1900-01-01 00:34:32.973991,1900-01-01 00:34:34.973991,خب حالا پس تو دیگه,"Well, so now you then",expectation,neutral,mild
1900-01-01 00:34:34.973991,1900-01-01 00:34:36.973991,حسابی عیالوار شدی و تو با عیالواری,"You have really become a family man, and you are dealing with having a family.",acceptance,neutral,mild
1900-01-01 00:34:36.973991,1900-01-01 00:34:38.973991,با این رفید مجرد,With this single friend,companionship,happiness,mild
1900-01-01 00:34:38.973991,1900-01-01 00:34:40.973991,کورونا داریم هی از دست میدیم,"We have corona, we keep losing (people).",grief,sadness,intense
1900-01-01 00:34:40.973991,1900-01-01 00:34:42.973991,گفتیم اضافه کنیم به جمعیت,We said let's add to the population,planning,neutral,neutral
1900-01-01 00:34:42.973991,1900-01-01 00:34:44.973991,خیلی دلسوز جامعه,Very compassionate towards society,compassion,happiness,moderate
1900-01-01 00:34:44.973991,1900-01-01 00:34:46.973991,این دست نداشت خدایی,"This hand didn't have it, honestly.",disbelief,surprise,moderate
1900-01-01 00:34:48.973991,1900-01-01 00:34:50.973991,پس ایدامه دهیم,So let's continue,determination,neutral,mild
1900-01-01 00:34:52.973991,1900-01-01 00:34:54.973991,ثبت میرن بیاره بعد کورونا میگه,He says to bring the registration after Corona.,frustration,anger,mild
1900-01-01 00:34:54.973991,1900-01-01 00:34:56.973991,یاد اون عیال,Remembering that wife,nostalgia,sadness,mild
1900-01-01 00:34:56.973991,1900-01-01 00:34:58.973991,نه تا قبل از که کورونا تاوم شد,"No, before the coronavirus ended",reminiscence,sadness,mild
1900-01-01 00:34:58.973991,1900-01-01 00:35:00.973991,میخوایم ثبت میرن بیارم,I want to bring the registration forms.,determination,neutral,mild
1900-01-01 00:35:00.973991,1900-01-01 00:35:02.973991,پس کلن رفاقتمون داره تاوم میشه,So our friendship is basically ending,resignation,sadness,moderate
1900-01-01 00:35:02.973991,1900-01-01 00:35:04.973991,تاوم میشه,It will be over.,resignation,sadness,mild
1900-01-01 00:35:10.973991,1900-01-01 00:35:12.973991,خیلی مردی,You are very manly,admiration,happiness,mild
1900-01-01 00:35:12.973991,1900-01-01 00:35:14.973991,حالا تو با این همه,Now you with all this,confusion,neutral,mild
1900-01-01 00:35:14.973991,1900-01-01 00:35:16.973991,در واقع,In fact,neutrality,neutral,neutral
1900-01-01 00:35:16.973991,1900-01-01 00:35:18.973991,ماشالله عیالواری و اینا دیگه اصلا فرصت,"Mashallah, having a family and all that, there's no time at all anymore.",resignation,sadness,mild
1900-01-01 00:35:18.973991,1900-01-01 00:35:20.973991,معاشرت و رفاقت,Socializing and friendship,warmth,happiness,mild
1900-01-01 00:35:20.973991,1900-01-01 00:35:22.973991,با پجمانی که مجرده,With Pajmani who is single,curiosity,neutral,neutral
1900-01-01 00:35:22.973991,1900-01-01 00:35:24.973991,و هنوز خودشو,And still himself,perseverance,neutral,neutral
1900-01-01 00:35:24.973991,1900-01-01 00:35:26.973991,همینو میخواستم ارز کنم دیگه,That's all I wanted to say,resignation,neutral,neutral
1900-01-01 00:35:26.973991,1900-01-01 00:35:28.973991,قبلن خب ما خیلی بیشتر,"Before, well, we were much more",nostalgia,sadness,mild
1900-01-01 00:35:28.973991,1900-01-01 00:35:30.973991,میتونستیم هم دیگر ببینیم ولی خب,"We could have seen each other, but well...",regret,sadness,mild
1900-01-01 00:35:30.973991,1900-01-01 00:35:32.973991,دیگه وقتی آدم بچه دار میشه,When a person has a child,resignation,sadness,mild
1900-01-01 00:35:32.973991,1900-01-01 00:35:34.973991,شرایط سخته مخصوصا وقتی سرکارم هستی,"The situation is hard, especially when you are at work.",strain,sadness,moderate
1900-01-01 00:35:34.973991,1900-01-01 00:35:36.973991,دیگه بعد از کار,No more after work,resignation,sadness,mild
1900-01-01 00:35:36.973991,1900-01-01 00:35:38.973991,فقط میری خونه یکی دو ساعت با بچه ها,I'm just going home for an hour or two with the kids,reassurance,neutral,mild
1900-01-01 00:35:38.973991,1900-01-01 00:35:40.973991,فقط بازی کنی و سرکرده بزنی و,Just play and act like a leader and,expectation,neutral,mild
1900-01-01 00:35:40.973991,1900-01-01 00:35:42.973991,کلینی هم ازت انرژی میگیره,Kalini also takes energy from you,drain,sadness,mild
1900-01-01 00:35:42.973991,1900-01-01 00:35:44.973991,بعدشم بخوابی که دوباره فرده صبح,And then you sleep so that it's morning again,resignation,sadness,mild
1900-01-01 00:35:44.973991,1900-01-01 00:35:46.973991,بتونی بری سرکارم,If you can go to work for me,hope,happiness,mild
1900-01-01 00:35:46.973991,1900-01-01 00:35:48.973991,سام با من یه رفیق خوب بهش توصیه میکنی ازدواج کنه؟,"Sam is a good friend of mine, do you recommend that he gets married?",curiosity,neutral,mild
1900-01-01 00:35:50.973991,1900-01-01 00:35:52.973991,اگه کسی حاضر شد باشه ازدواج کنه,If someone is willing to get married,hope,happiness,mild
1900-01-01 00:35:52.973991,1900-01-01 00:35:54.973991,خیلی سریع,Very fast,urgency,surprise,mild
1900-01-01 00:35:58.973991,1900-01-01 00:36:00.973991,آخه رفیق باید خوبه رفیقشو بخوابیه,"But buddy, a good friend should put his friend to sleep (take care of his friend).",camaraderie,happiness,mild
1900-01-01 00:36:02.973991,1900-01-01 00:36:04.973991,باید نشنستش دختره,You shouldn't trust that girl,distrust,disgust,moderate
1900-01-01 00:36:04.973991,1900-01-01 00:36:06.973991,رفاقت یه طرف هم داری,Friendship also has another side,reflection,neutral,neutral
1900-01-01 00:36:06.973991,1900-01-01 00:36:08.973991,من میگفتم دو نفر باید با هم,I was saying two people should be together,longing,happiness,mild
1900-01-01 00:36:08.973991,1900-01-01 00:36:10.973991,ولی این یه نمونه یه طرف هم,But this is a one-sided example too,doubt,neutral,mild
1900-01-01 00:36:10.973991,1900-01-01 00:36:12.973991,نه ولی,"No, but",hesitation,neutral,mild
1900-01-01 00:36:12.973991,1900-01-01 00:36:14.973991,هر کسی که با پجمان,Anyone who is with Pejman,curiosity,neutral,neutral
1900-01-01 00:36:14.973991,1900-01-01 00:36:16.973991,ازدواج کنه قطعا خوشبخش,"If he gets married, he will definitely be happy.",hope,happiness,mild
1900-01-01 00:36:16.973991,1900-01-01 00:36:18.973991,میشه,Is it possible,hope,happiness,mild
1900-01-01 00:36:18.973991,1900-01-01 00:36:20.973991,بسیار بسیار بسیار مهربونیه,She/He is very very very kind,admiration,happiness,intense
1900-01-01 00:36:20.973991,1900-01-01 00:36:22.973991,و مسئولیت پذیر,and responsible,admiration,happiness,mild
1900-01-01 00:36:22.973991,1900-01-01 00:36:24.973991,بله من همکارش بودم البته,"Yes, I was his colleague, of course.",recollection,neutral,neutral
1900-01-01 00:36:24.973991,1900-01-01 00:36:26.973991,به عنوانی همکار اینا رو میدونن,"As a colleague, they know these things.",assurance,neutral,neutral
1900-01-01 00:36:26.973991,1900-01-01 00:36:28.973991,به عنوانی همسر,As a spouse,neutrality,neutral,neutral
1900-01-01 00:36:28.973991,1900-01-01 00:36:30.973991,نه من به عنوانی همسر میدونم,"No, I know as a spouse",assertiveness,neutral,mild
1900-01-01 00:36:34.973991,1900-01-01 00:36:36.973991,پرنامه همسر مگه نیست؟,Isn't it the spouse's program?,confusion,surprise,mild
1900-01-01 00:36:38.973991,1900-01-01 00:36:40.973991,اشتباه اومده استوديو,He/She has come to the studio by mistake.,confusion,surprise,mild
1900-01-01 00:36:40.973991,1900-01-01 00:36:42.973991,پس بهش توصیه میکنی یا نمیکنی بالاخره؟,"So do you recommend it to him or not, after all?",uncertainty,neutral,mild
1900-01-01 00:36:42.973991,1900-01-01 00:36:44.973991,قطعا بهش توصیه میکنی,You definitely recommend it to him/her,certainty,neutral,moderate
1900-01-01 00:36:44.973991,1900-01-01 00:36:46.973991,مخصوصا تویینس نسال,Especially in the twins' year,emphasis,neutral,neutral
1900-01-01 00:36:46.973991,1900-01-01 00:36:48.973991,بله دیگه الان وقتشه دیگه,"Yes, it's time now.",readiness,happiness,mild
1900-01-01 00:36:48.973991,1900-01-01 00:36:50.973991,یکی اینکه,One is that,anticipation,neutral,neutral
1900-01-01 00:36:50.973991,1900-01-01 00:36:52.973991,ببین دیگه هر چیز یه زمانی داره دیگه,"Look, everything has its own time.",impatience,anger,mild
1900-01-01 00:36:52.973991,1900-01-01 00:36:54.973991,به نظر من دیگه الان وقتشه,"In my opinion, now is the time",readiness,happiness,mild
1900-01-01 00:36:54.973991,1900-01-01 00:36:56.973991,توصیه نیه که باید ازدواش کنه,It is not recommended that he should get married,doubt,neutral,mild
1900-01-01 00:36:56.973991,1900-01-01 00:36:58.973991,سری بچه دار بشه,Let Seri have a child,hope,happiness,mild
1900-01-01 00:36:58.973991,1900-01-01 00:37:00.973991,دیگه رفاقت خونوادگی,No more family friendship,resignation,sadness,moderate
1900-01-01 00:37:00.973991,1900-01-01 00:37:02.973991,دیگه اونجوری معاشرتمونم بیشتر میشه,"That way, we'll also interact more with each other.",hope,happiness,mild
1900-01-01 00:37:02.973991,1900-01-01 00:37:04.973991,دیگه همه مهمونی هم منم حضور دارم,Now I am present at all the parties too,inclusion,happiness,mild
